,MN,HD,HR,HIP,Gl,Name,OtherDesignations,ProperName,Bayer,Flamsteed,Constellation,RAJ2000,DecJ2000,pmRA,pmDec,RadVel,Distance,Vmag,Vmag_min,Vmag_max,B-V,SpType,Luminosity,XJ2000,YJ2000,ZJ2000,VXJ2000,VYJ2000,VZJ2000,Primary,MultipleID,IsMultiple,IsVariable
70,71,78647,3634,44816,,Suhail,HD 78647/HIP 44816/HR 3634/HYG 44689/Lam Vel/MN 71/Suhail/λ Vel,Suhail,λ Vel,,Vel,9.133268,-43.432589,-23.21,14.28,18.0,166.9449,2.23,2.272,2.182,1.665,K4Ib-II,3113.149665447025,-88.662596,82.682121,-114.774841,-4.26e-06,2.827e-05,-2.78e-06,44689,,0,1
71,72,116656,5054,65378,GJ 3783A,Mizar,79 UMa/79Zet UMa/GJ 3783A/HD 116656/HIP 65378/HR 5054/HYG 65172/MN 72/Mizar/ζ UMa,Mizar,ζ UMa,79 UMa,UMa,13.398747,54.925362,121.23,-22.01,-5.6,26.3089,2.23,2.336,2.196,0.057,A2V,77.33925780489973,-14.115808,-5.413302,21.531272,-6.3e-06,-1.408e-05,6.46e-06,65173,GJ 3783,1,1
72,73,194093,7796,100453,,Sadr,37 Cyg/37Gam Cyg/HD 194093/HIP 100453/HR 7796/HYG 100127/MN 73/Sadr/γ Cyg,Sadr,γ Cyg,37 Cyg,Cyg,20.370473,40.256679,2.43,-0.93,-8.0,561.7978,2.23,,,0.673,F8Ib,35253.318119588555,249.318228,-348.795593,363.040966,-7.22e-06,7.6e-06,2.7e-06,100128,,0,0
73,74,3712,168,3179,,Schedar,18 Cas/18Alp Cas/HD 3712/HIP 3179/HR 168/HYG 3172/MN 74/Schedar/α Cas,Schedar,α Cas,18 Cas,Cas,0.675116,56.537331,50.36,-32.17,-4.0,69.979,2.24,2.25,2.23,1.17,K0II-IIIvar,542.0008904016238,37.984817,6.784483,58.379619,-9.43e-06,1.802e-05,3.74e-06,3172,,0,1
74,75,164058,6705,87833,,Eltanin,33 Dra/33Gam Dra/Eltanin/HD 164058/HIP 87833/HR 6705/HYG 87560/MN 75/γ Dra,Eltanin,γ Dra,33 Dra,Dra,17.943437,51.488895,-8.52,-23.05,-28.0,47.3037,2.24,,,1.521,K5III,247.5141318074314,-0.436154,-29.451035,37.014357,-2.57e-05,1.372e-05,-1.75e-06,87561,,0,0
75,76,36486,1852,25930,,Mintaka,34 Ori/34Del Ori/HD 36486/HIP 25930/HR 1852/HYG 25865/MN 76/Mintaka/δ Ori,Mintaka,δ Ori,34 Ori,Ori,5.533445,-0.299092,1.67,0.56,16.0,212.3142,2.25,2.334,2.234,-0.175,O9.5II,4943.106869868354,25.868117,210.729667,-1.108306,4.9e-07,1.645e-05,2.9e-07,25865,,0,1
76,77,432,21,746,Gl 8,Caph,11 Cas/11Bet Cas/Caph/Gl 8/HD 432/HIP 746/HR 21/HYG 744/MN 77/β Cas,Caph,β Cas,11 Cas,Cas,0.152887,59.14978,523.39,-180.42,11.3,16.7842,2.28,2.303,2.263,0.38,F2III-IV,30.06076302628229,8.600014,0.344589,14.409503,2.39e-06,4.329e-05,1.681e-05,744,,0,1
77,78,118716,5132,66657,,ε Cen,Eps Cen/HD 118716/HIP 66657/HR 5132/HYG 66446/MN 78/ε Cen,,ε Cen,,Cen,13.664796,-53.466394,-14.6,-12.79,3.0,131.0616,2.29,2.301,2.281,-0.171,B1III,1814.67977939693,-70.726493,-32.9381,-105.309044,-7.3e-06,1.039e-05,3.5e-07,66447,,0,1
78,79,143275,5953,78401,,Dschubba,7 Sco/7Del Sco/Dschubba/HD 143275/HIP 78401/HR 5953/HYG 78164/MN 79/δ Sco,Dschubba,δ Sco,7 Sco,Sco,16.005557,-22.62171,-8.67,-36.9,-7.0,150.6024,2.29,2.299,2.279,-0.117,B0.2IV,2396.624529408638,-69.332609,-120.492107,-57.928452,-2.211e-05,1.787e-05,2.98e-06,78165,,0,1
79,80,151680,6241,82396,,Larawag,26 Sco/26Eps Sco/HD 151680/HIP 82396/HR 6241/HYG 82143/Larawag/MN 80/ε Sco,Larawag,ε Sco,26 Sco,Sco,16.83608,-34.293232,-611.83,-255.87,-3.0,19.5351,2.29,,,1.144,K2IIIb,40.3273792976113,-4.842163,-15.39568,-11.006616,-1.829e-05,3.282e-05,-5.042e-05,82144,,0,0
80,81,129056,5469,71860,,α Lup,Alp Lup/HD 129056/HIP 71860/HR 5469/HYG 71633/MN 81/α Lup,,α Lup,,Lup,14.698823,-47.3882,-21.15,-24.22,5.0,142.4501,2.3,2.311,2.281,-0.154,B1.5III,2124.222477388697,-73.354913,-62.611867,-104.837277,-1.509e-05,1.685e-05,-2.75e-06,71634,,0,1
81,82,127972,5440,71352,,η Cen,Eta Cen/HD 127972/HIP 71352/HR 5440/HYG 71124/MN 82/η Cen,,η Cen,,Cen,14.591786,-42.157824,-35.31,-32.44,0.0,93.7207,2.33,2.378,2.308,-0.157,B1Vn + A,894.5404837788689,-54.086167,-43.605833,-62.903,-1.093e-05,1.87e-05,-2.37e-06,71125,,0,1
82,83,95418,4295,53910,GJ 9343,Merak,48 UMa/48Bet UMa/GJ 9343/HD 95418/HIP 53910/HR 4295/HYG 53754/MN 83/Merak/β UMa,Merak,β UMa,48 UMa,UMa,11.030677,56.382427,81.66,33.74,-12.0,24.4499,2.34,,,0.033,A1V,60.31148196178175,-13.103033,3.398358,20.360601,-8.01e-06,-1.191e-05,7.37e-06,53754,,0,0
83,84,129988,5505,72105,,Izar,36 Boo/36Eps Boo/HD 129988/HIP 72105/HR 5505/HYG 71878/Izar/MN 84/ε Boo,Izar,ε Boo,36 Boo,Boo,14.749784,27.074222,-50.65,20.0,-23.0,62.1118,2.35,,,0.966,A0,385.8335599053513,-41.582771,-36.462926,28.269741,-5.34e-06,2.708e-05,7.75e-06,71879,,0,0
84,85,206778,8308,107315,,Enif,8 Peg/8Eps Peg/Enif/HD 206778/HIP 107315/HR 8308/HYG 106971/MN 85/ε Peg,Enif,ε Peg,8 Peg,Peg,21.736433,9.875011,30.02,1.38,5.0,211.4165,2.38,2.404,2.364,1.52,K2Ibvar,4349.106072324538,172.769915,-116.330918,36.25782,2.27e-06,2.284e-05,2.116e-05,106972,,0,1
85,86,160578,6580,86670,,κ Sco,HD 160578/HIP 86670/HR 6580/HYG 86402/Kap Sco/MN 86/κ Sco,,κ Sco,,Sco,17.708132,-39.029983,-6.49,-25.55,-14.0,148.1481,2.39,2.404,2.384,-0.171,B1.5III,2114.462561652589,-8.785101,-114.747994,-93.292778,-5.24e-06,2.297e-05,-2.92e-06,86403,,0,1
86,87,2261,99,2081,,Ankaa,Alp Phe/Ankaa/HD 2261/HIP 2081/HR 99/HYG 2076/MN 87/α Phe,Ankaa,α Phe,,Phe,0.438056,-42.305981,232.76,-353.64,75.0,25.974,2.4,,,1.083,K0III...,64.44659847416881,19.083654,2.198282,-17.483284,-8.456e-05,3.218e-05,2.323e-05,2076,,0,0
87,88,103287,4554,58001,,Phecda,64 UMa/64Gam UMa/HD 103287/HIP 58001/HR 4554/HYG 57827/MN 88/Phecda/γ UMa,Phecda,γ UMa,64 UMa,UMa,11.897168,53.69476,107.76,11.16,-13.0,25.5037,2.41,,,0.044,A0V SB,61.54602373713163,-15.094867,0.406425,20.552678,-9.9e-06,-1.356e-05,8.62e-06,57828,,0,0
88,89,155125,6378,84012,Gl 656.1A,Sabik,35 Oph/35Eta Oph/Gl 656.1A/HD 155125/HIP 84012/HR 6378/HYG 83754/MN 89/Sabik/η Oph,Sabik,η Oph,35 Oph,Oph,17.172968,-15.72491,41.16,97.65,-2.4,27.0929,2.43,,,0.059,A2.5Va,68.17105263058534,-5.602493,-25.470005,-7.342684,1.301e-05,-2.25e-06,5.04e-06,83755,Gl 656.1,1,0
89,90,217906,8775,113881,,Scheat,53 Peg/53Bet Peg/HD 217906/HIP 113881/HR 8775/HYG 113520/MN 90/Scheat/β Peg,Scheat,β Peg,53 Peg,Peg,23.062901,28.082789,187.76,137.61,9.0,60.0962,2.44,2.584,2.384,1.655,M2II-IIIvar,332.35330357747745,51.433435,-12.877612,28.290136,3.97e-05,5.567e-05,2.86e-06,113521,,0,1
90,91,58350,2827,35904,,Aludra,31 CMa/31Eta CMa/Aludra/HD 58350/HIP 35904/HR 2827/HYG 35806/MN 91/η CMa,Aludra,η CMa,31 CMa,CMa,7.401584,-29.303104,-3.76,6.66,41.0,609.7561,2.45,2.509,2.409,-0.083,B5Ia,33915.6386905822,-190.762166,496.337122,-298.432917,-3.36e-06,4.711e-05,-6.2e-06,35806,,0,1
91,92,203280,8162,105199,Gl 826,Alderamin,5 Cep/5Alp Cep/Alderamin/Gl 826/HD 203280/HIP 105199/HR 8162/HYG 104860/MN 92/α Cep,Alderamin,α Cep,5 Cep,Cep,21.30963,62.585573,149.91,48.27,-11.5,15.0376,2.45,,,0.257,A7IV-V,20.62528697846573,5.276111,-4.483201,13.348778,-8.82e-06,1.386e-05,5.7e-07,104861,,0,0
92,93,81188,3734,45941,,Markeb,HD 81188/HIP 45941/HR 3734/HYG 45809/Kap Vel/MN 93/Markeb/κ Vel,Markeb,κ Vel,,Vel,9.368562,-55.010668,-10.72,11.24,22.0,175.4386,2.47,,,-0.141,B2IV,2756.7666102901003,-77.65777,63.951481,-143.729782,-1.295e-05,2.022e-05,-1.021e-05,45809,,0,0
93,94,197989,7949,102488,Gl 806.1A,Aljanah,53 Cyg/53Eps Cyg/Aljanah/Gl 806.1A/HD 197989/HIP 102488/HR 7949/HYG 102156/MN 94/ε Cyg,Aljanah,ε Cyg,53 Cyg,Cyg,20.770178,33.970256,356.16,330.28,-10.9,22.2916,2.48,,,1.021,K0III,44.09608164506378,12.262597,-13.834612,12.455654,2.337e-05,4.737e-05,9.44e-06,102157,Gl 806.1,1,0
94,95,218045,8781,113963,,Markab,54 Peg/54Alp Peg/HD 218045/HIP 113963/HR 8781/HYG 113602/MN 95/Markab/α Peg,Markab,α Peg,54 Peg,Peg,23.079348,15.205264,61.1,-42.56,-4.0,40.8831,2.49,,,-0.002,B9.5III,146.96028989796503,38.311434,-9.417123,10.722722,-9.21e-06,1.217e-05,1.21e-06,113603,,0,0
95,96,18884,911,14135,,Menkar,92 Cet/92Alp Cet/HD 18884/HIP 14135/HR 911/HYG 14100/MN 96/Menkar/α Cet,Menkar,α Cet,92 Cet,Cet,3.037992,4.089734,-11.81,-78.76,-26.0,76.3942,2.54,2.561,2.521,1.63,M2III,489.7788193684461,53.342561,54.414384,5.448321,-3.099e-05,-2.052e-05,-1.399e-05,14100,,0,1
96,97,149757,6175,81377,,ζ Oph,13 Oph/13Zet Oph/HD 149757/HIP 81377/HR 6175/HYG 81129/MN 97/ζ Oph,,ζ Oph,13 Oph,Oph,16.619316,-10.56709,13.07,25.44,-15.0,112.2334,2.54,2.55,2.52,0.038,O9.5V,1057.791322499501,-39.017319,-103.200447,-20.582092,1.642e-05,9.22e-06,1.109e-05,81130,,0,1
97,98,121263,5231,68002,,ζ Cen,HD 121263/HIP 68002/HR 5231/HYG 67785/MN 98/Zet Cen/ζ Cen,,ζ Cen,,Cen,13.925667,-47.288375,-57.14,-44.75,7.0,117.096,2.55,,,-0.176,B2.5IV,1140.7750129221204,-69.545858,-38.36753,-86.039492,-2.249e-05,3.507e-05,-3.58e-06,67786,,0,0
98,99,97603,4357,54872,Gl 419,Zosma,68 Leo/68Del Leo/Gl 419/HD 97603/HIP 54872/HR 4357/HYG 54711/MN 99/Zosma/δ Leo,Zosma,δ Leo,68 Leo,Leo,11.235138,20.523717,143.31,-130.43,-20.2,17.9147,2.56,,,0.128,A4V,26.448436268543603,-16.442201,3.337108,6.280742,-1.785e-05,-1.526e-05,1.259e-05,54712,,0,0
99,100,144217,5984,78820,,Acrab,8 Sco/8Bet1Sco/Acrab/HD 144217/HIP 78820/HR 5984/HYG 78579/MN 100/β1 Sco,Acrab,β1 Sco,8 Sco,Sco,16.09062,-19.805453,-6.75,-24.89,-1.0,123.9157,2.56,,,-0.065,B0.5V,1265.9017493002452,-55.881427,-102.320756,-41.98604,-1.372e-05,7.23e-06,-6.7e-07,78580,,0,0
100,101,36673,1865,25985,,Arneb,11 Lep/11Alp Lep/Arneb/HD 36673/HIP 25985/HR 1865/HYG 25920/MN 101/α Lep,Arneb,α Lep,11 Lep,Lep,5.545504,-17.822289,3.27,1.54,24.0,680.2721,2.58,,,0.211,F0Ib,37428.29122408052,76.877195,643.047236,-208.208,-2.68e-06,2.603e-05,-7.75e-06,25920,,0,0
101,102,105435,4621,59196,,δ Cen,Del Cen/HD 105435/HIP 59196/HR 4621/HYG 59015/MN 102/δ Cen,,δ Cen,,Cen,12.13931,-50.722425,-47.53,-6.42,11.0,127.2265,2.58,2.626,2.496,-0.128,B2IVne,1309.784962399686,-80.490795,-2.936809,-98.48459,-1.122e-05,2.915e-05,-5.12e-06,59016,,0,1
102,103,106625,4662,59803,,Gienah,4 Crv/4Gam Crv/Gienah/HD 106625/HIP 59803/HR 4662/HYG 59620/MN 103/γ Crv,Gienah,γ Crv,4 Crv,Crv,12.263437,-17.541929,-159.58,22.31,-4.0,47.1032,2.58,,,-0.107,B8III,179.47336268325265,-44.805937,-3.095058,-14.197066,6.09e-06,3.652e-05,-1.5e-07,59621,,0,0
103,104,176687,7194,93506,,Ascella,38 Sgr/38Zet Sgr/Ascella/HD 176687/HIP 93506/HR 7194/HYG 93212/MN 104/ζ Sgr,Ascella,ζ Sgr,38 Sgr,Sgr,19.043532,-29.880105,-14.1,3.66,22.0,27.0416,2.6,,,0.062,A3IV,58.07644175213118,6.326274,-22.577554,-13.471863,-1.079e-05,-1.951e-05,3.55e-06,93213,,0,0
104,105,135742,5685,74785,,Zubeneschamali,27 Lib/27Bet Lib/HD 135742/HIP 74785/HR 5685/HYG 74555/MN 105/Zubeneschamali/β Lib,Zubeneschamali,β Lib,27 Lib,Lib,15.283449,-9.382917,-96.39,-20.76,-35.0,56.7537,2.61,,,-0.071,B8V,253.51286304979072,-36.549398,-42.420251,-9.252607,2e-07,4.477e-05,3.57e-06,74556,,0,0
105,106,140573,5854,77070,Gl 596.2,Unukalhai,24 Ser/24Alp Ser/Gl 596.2/HD 140573/HIP 77070/HR 5854/HYG 76834/MN 106/Unukalhai/α Ser,Unukalhai,α Ser,24 Ser,Ser,15.737798,6.425627,134.66,44.14,2.7,22.6757,2.63,,,1.167,K2III,39.73745050614631,-12.5786,-18.695648,2.537718,5.13e-06,-1.009e-05,1.105e-05,76835,,0,0
106,107,11636,553,8903,Gl 80,Sheratan,6 Ari/6Bet Ari/Gl 80/HD 11636/HIP 8903/HR 553/HYG 8884/MN 107/Sheratan/β Ari,Sheratan,β Ari,6 Ari,Ari,1.910668,20.808035,96.32,-108.8,-4.0,17.9856,2.64,,,0.165,A5V...,24.774220576332848,14.752622,8.063457,6.389157,-1.032e-05,7.15e-06,-4.43e-06,8884,,0,0
107,108,37795,1956,26634,,Phact,Alp Col/HD 37795/HIP 26634/HR 1956/HYG 26569/MN 108/Phact/α Col,Phact,α Col,,Col,5.660817,-34.074108,-0.1,-24.05,35.0,80.1282,2.65,,,-0.12,B7IV,487.0796664925367,5.885917,66.110037,-44.89318,-2.779e-05,2.432e-05,2.2e-06,26569,,0,0
108,109,40312,2095,28380,,Mahasim,37 Aur/37The Aur/HD 40312/HIP 28380/HR 2095/HYG 28309/MN 109/Mahasim/θ Aur,Mahasim,θ Aur,37 Aur,Aur,5.995351,37.212585,42.09,-73.61,30.0,50.7614,2.65,2.66,2.63,-0.083,A0p Si,195.52396696208865,0.049188,40.426416,30.69934,4.13e-06,3.54e-05,-1.031e-05,28309,,0,1
109,110,109379,4786,61359,,Kraz,9 Crv/9Bet Crv/HD 109379/HIP 61359/HR 4786/HYG 61165/Kraz/MN 110/β Crv,Kraz,β Crv,9 Crv,Crv,12.573121,-23.396759,0.86,-56.0,-8.0,44.6628,2.65,,,0.893,G5II,151.3561248436207,-40.529889,-6.127261,-17.73539,-7.88e-06,1.66e-06,1.221e-05,61166,,0,0
110,111,8538,403,6686,,Ruchbah,37 Cas/37Del Cas/HD 8538/HIP 6686/HR 403/HYG 6672/MN 111/Ruchbah/δ Cas,Ruchbah,δ Cas,37 Cas,Cas,1.430216,60.235283,297.24,-49.49,7.0,30.4785,2.66,2.666,2.656,0.16,A5Vv SB,69.82324040771711,14.082378,5.53413,26.457567,2.58e-06,4.45e-05,-6.85e-06,6672,,0,1
111,112,121370,5235,67927,Gl 534,Muphrid,8 Boo/8Eta Boo/Gl 534/HD 121370/HIP 67927/HR 5235/HYG 67710/MN 112/Muphrid/η Boo,Muphrid,η Boo,8 Boo,Boo,13.911411,18.397717,-60.95,-358.1,1.0,11.396,2.68,,,0.58,G0IV,9.585173976856456,-9.487671,-5.188142,3.596709,-1.845e-05,-5.1e-07,-7.95e-06,67711,,0,0
112,113,132058,5571,73273,,β Lup,Bet Lup/HD 132058/HIP 73273/HR 5571/HYG 73045/MN 113/β Lup,,β Lup,,Lup,14.975537,-43.13396,-34.06,-38.3,-0.8,117.3709,2.68,,,-0.184,B2III,1016.716800466376,-60.951955,-60.176134,-80.247234,-1.534e-05,2.468e-05,-2.59e-06,73046,,0,0
113,114,31398,1577,23015,,Hassaleh,3 Aur/3Iot Aur/HD 31398/HIP 23015/HR 1577/HYG 22961/Hassaleh/MN 114/ι Aur,Hassaleh,ι Aur,3 Aur,Aur,4.949894,33.16609,3.63,-18.54,18.0,151.2859,2.69,,,1.49,K3IIvar,1673.4009068393125,34.378539,121.884168,82.763748,-1.31e-06,2.271e-05,3.64e-06,22961,,0,0
114,115,93497,4216,52727,,μ Vel,HD 93497/HIP 52727/HR 4216/HYG 52575/MN 115/Mu Vel/μ Vel,,μ Vel,,Vel,10.779488,-49.420255,62.55,-53.57,6.0,35.9195,2.69,,,0.901,G5III SB,94.36262202767266,-22.183186,7.339648,-27.280949,-1.073e-05,-1.131e-05,-4.8e-07,52575,,0,0
115,116,109668,4798,61585,,α Mus,Alp Mus/HD 109668/HIP 61585/HR 4798/HYG 61391/MN 116/α Mus,,α Mus,,Mus,12.619739,-69.135564,-39.87,-12.44,13.0,96.7118,2.69,2.7,2.69,-0.176,B2IV-V,683.5967668381046,-33.992375,-5.563974,-90.370102,-1.45e-05,1.856e-05,-2.31e-06,61392,,0,1
116,117,158408,6508,85696,,Lesath,34 Sco/34Ups Sco/HD 158408/HIP 85696/HR 6508/HYG 85435/Lesath/MN 117/υ Sco,Lesath,υ Sco,34 Sco,Sco,17.512732,-37.295811,-4.19,-29.14,8.0,176.6784,2.7,,,-0.179,B2IV,2261.517746108362,-17.880984,-139.40881,-107.054828,-2.481e-05,9e-06,-2.46e-06,85436,,0,0
117,118,56855,2773,35264,,π Pup,HD 56855/HIP 35264/HR 2773/HYG 35169/MN 118/Pi Pup/π Pup,,π Pup,,Pup,7.285711,-37.09747,-10.57,7.0,16.0,247.5248,2.71,2.741,2.681,1.616,K3Ib,4397.440784473689,-65.206299,186.349551,-149.300305,-3.17e-06,2.129e-05,5.99e-06,35169,,0,1
118,119,168454,6859,89931,,Kaus Media,19 Sgr/19Del Sgr/HD 168454/HIP 89931/HR 6859/HYG 89652/Kaus Media/MN 119/δ Sgr,Kaus Media,δ Sgr,19 Sgr,Sgr,18.3499,-29.828103,29.96,-26.38,-20.0,106.6098,2.72,,,1.38,K3III,808.3510373900685,8.460232,-92.098382,-53.027575,-1.65e-06,2.584e-05,1.318e-05,89653,,0,0
119,120,186791,7525,97278,,Tarazed,50 Aql/50Gam Aql/HD 186791/HIP 97278/HR 7525/HYG 96969/MN 120/Tarazed/γ Aql,Tarazed,γ Aql,50 Aql,Aql,19.770994,10.613261,15.72,-3.08,-2.0,121.0654,2.72,,,1.507,K3II,1042.3174293933046,53.215608,-106.431852,22.297682,-2.15e-06,5.63e-06,7.5e-06,96970,,0,0
120,121,146051,6056,79593,,Yed Prior,1 Oph/1Del Oph/HD 146051/HIP 79593/HR 6056/HYG 79351/MN 121/Yed Prior/δ Oph,Yed Prior,δ Oph,1 Oph,Oph,16.239094,-3.694323,-45.83,-142.91,-20.0,52.4659,2.73,,,1.584,M1III,193.9099078614849,-23.290749,-46.890988,-3.380547,-3.495e-05,2.556e-05,-3.2e-07,79352,,0,0
121,122,148387,6132,80331,Gl 624.1A,Athebyne,14 Dra/14Eta Dra/Athebyne/Gl 624.1A/HD 148387/HIP 80331/HR 6132/HYG 80088/MN 122/η Dra,Athebyne,η Dra,14 Dra,Dra,16.39986,61.514213,-16.98,56.68,-13.7,28.2326,2.73,,,0.91,G8III,56.18236281342279,-5.477258,-12.300885,24.814526,-8.62e-06,1.328e-05,3.37e-06,80089,Gl 624.1,1,0
122,123,93030,4199,52419,,θ Car,HD 93030/HIP 52419/HR 4199/HYG 52268/MN 123/The Car/θ Car,,θ Car,,Car,10.715949,-64.39445,-18.87,12.06,24.0,139.6648,2.74,,,-0.22,B0Vp,1361.4446824659497,-56.980945,19.910719,-125.948607,-1.861e-05,1.799e-05,-1.275e-05,52268,,0,0
123,124,110379,4825,61941,Gl 482A,Porrima,29 Vir/29Gam Vir/Gl 482A/HD 110379/HIP 61941/HR 4825/HYG 61747/MN 124/Porrima/γ Vir,Porrima,γ Vir,29 Vir,Vir,12.694345,-1.449375,-616.66,60.66,-19.9,11.685,2.74,,,0.368,F0V+...,9.532350439205146,-11.488622,-2.111702,-0.295552,3.95e-06,3.802e-05,1.361e-05,61748,Gl 482,1,0
124,125,37043,1899,26241,,Hatysa,44 Ori/44Iot Ori/HD 37043/HIP 26241/HR 1899/HYG 26176/Hatysa/MN 125/ι Ori,Hatysa,ι Ori,44 Ori,Ori,5.590551,-5.909901,2.27,-0.62,22.0,714.2857,2.75,,,-0.21,O9III,35285.8025828527,76.014147,706.411475,-73.54604,-4.45e-06,2.287e-05,-5.44e-06,26176,,0,0
125,126,115892,5028,65109,Gl 508.1,ι Cen,Gl 508.1/HD 115892/HIP 65109/HR 5028/HYG 64903/Iot Cen/MN 126/ι Cen,,ι Cen,,Cen,13.343296,-36.712295,-340.76,-87.98,0.1,18.0213,2.75,,,0.068,A2V,22.46984103640156,-13.562569,-4.976416,-10.773082,-6.22e-06,2.95e-05,-6.02e-06,64904,,0,0
126,127,130841,5531,72622,Gl 564.1,Zubenelgenubi,9 Lib/9Alp2Lib/Gl 564.1/HD 130841/HIP 72622/HR 5531/HYG 72395/MN 127/Zubenelgenubi/α2 Lib,Zubenelgenubi,α2 Lib,9 Lib,Lib,14.847977,-16.041778,-105.69,-69.0,-46.7,23.2396,2.75,,,0.147,A3IV,37.35940922587999,-16.408581,-15.151818,-6.421874,5.73e-06,4.135e-05,2.722e-05,72396,,0,0
127,128,161096,6603,86742,,Cebalrai,60 Oph/60Bet Oph/Cebalrai/HD 161096/HIP 86742/HR 6603/HYG 86474/MN 128/β Oph,Cebalrai,β Oph,60 Oph,Oph,17.724543,4.567303,-40.67,158.8,-12.0,25.0941,2.76,,,1.168,K2III,43.17178444709226,-1.802333,-24.949291,1.998237,1.828e-05,1.409e-05,-3.94e-06,86475,,0,0
128,129,33111,1666,23875,GJ 9175,Cursa,67 Eri/67Bet Eri/Cursa/GJ 9175/HD 33111/HIP 23875/HR 1666/HYG 23820/MN 129/β Eri,Cursa,β Eri,67 Eri,Eri,5.130829,-5.086446,-83.39,-75.44,-9.2,27.3973,2.78,,,0.161,A3IIIvar,50.53589947531675,6.156194,26.585876,-2.429001,-9.15e-06,-1.249e-05,8.48e-06,23820,,0,0
129,130,148856,6148,80816,,Kornephoros,27 Her/27Bet Her/HD 148856/HIP 80816/HR 6148/HYG 80570/Kornephoros/MN 130/β Her,Kornephoros,β Her,27 Her,Her,16.503668,21.489613,-98.43,-14.49,-26.0,42.6621,2.78,,,0.947,G8III,122.4616199265049,-15.155861,-36.689058,15.62843,-1.253e-05,2.963e-05,-9.79e-06,80571,,0,0
130,131,156014,6406,84345,,Rasalgethi,64 Her/64Alp1Her/HD 156014/HIP 84345/HR 6406/HYG 84085/MN 131/Rasalgethi/α1 Her,Rasalgethi,α1 Her,64 Her,Her,17.244127,14.390333,-6.71,32.78,-33.0,110.2536,2.78,2.967,2.567,1.164,M5IIvar,818.0879579457477,-20.995512,-104.709944,27.400863,8.58e-06,3.703e-05,3.77e-06,84086,,0,1
131,132,106490,4656,59747,,Imai,Del Cru/HD 106490/HIP 59747/HR 4656/HYG 59564/Imai/MN 132/δ Cru,Imai,δ Cru,,Cru,12.252427,-58.748928,-36.68,-10.72,22.0,105.8201,2.79,2.794,2.784,-0.193,B2IV,746.7925899308835,-54.778605,-3.62525,-90.466,-2.209e-05,1.831e-05,-8.2e-06,59565,,0,1
132,133,159181,6536,85670,,Rastaban,23 Dra/23Bet Dra/HD 159181/HIP 85670/HR 6536/HYG 85409/MN 133/Rastaban/β Dra,Rastaban,β Dra,23 Dra,Dra,17.507213,52.301387,-15.59,11.57,-20.0,116.5501,2.79,,,0.954,G2II,906.149802231998,-9.169333,-70.678899,92.218765,-1.219e-05,1.867e-05,-6.46e-06,85410,,0,0
133,134,138690,5776,76297,,γ Lup,Gam Lup/HD 138690/HIP 76297/HR 5776/HYG 76064/MN 134/γ Lup,,γ Lup,,Lup,15.585681,-41.166757,-16.05,-25.52,2.0,129.0323,2.8,,,-0.216,B2IV,1099.5120668793495,-57.388809,-78.369378,-84.935884,-1.336e-05,1.317e-05,-2.8e-06,76065,,0,0
134,135,36079,1829,25606,,Nihal,9 Lep/9Bet Lep/HD 36079/HIP 25606/HR 1829/HYG 25542/MN 135/Nihal/β Lep,Nihal,β Lep,9 Lep,Lep,5.470756,-20.759441,-5.03,-85.92,-14.0,49.1642,2.81,,,0.807,G5II,158.1976398601154,6.349344,45.531613,-17.425966,-1.407e-05,-2.061e-05,-1.66e-06,25542,,0,0
135,136,150680,6212,81693,Gl 635A,ζ Her,40 Her/40Zet Her/Gl 635A/HD 150680/HIP 81693/HR 6212/HYG 81443/MN 136/ζ Her,,ζ Her,40 Her,Her,16.688113,31.602726,-462.58,345.05,-70.4,10.7158,2.81,,,0.65,F9IV,7.516228940182053,-3.073152,-8.593139,5.615032,-2.246e-05,7.468e-05,1.18e-06,81444,Gl 635,1,0
136,137,2151,98,2021,Gl 19,β Hyi,Bet Hyi/Gl 19/HD 2151/HIP 2021/HR 98/HYG 2016/MN 137/β Hyi,,β Hyi,,Hyi,0.427916,-77.254247,2220.12,324.37,22.9,7.4588,2.82,,,0.618,G2IV,3.607447338641916,1.635267,0.184517,-7.275205,-2.026e-05,8.163e-05,7.54e-06,2016,,0,0
137,138,149438,6165,81266,,Paikauhale,23 Sco/23Tau Sco/HD 149438/HIP 81266/HR 6165/HYG 81019/MN 138/Paikauhale/τ Sco,Paikauhale,τ Sco,23 Sco,Sco,16.598043,-28.216016,-8.59,-22.5,2.0,145.3488,2.82,,,-0.206,B0V,1370.2505971242451,-45.960032,-119.546841,-68.7205,-1.494e-05,7.49e-06,-3.61e-06,81020,,0,0
138,139,169916,6913,90496,Gl 713.1,Kaus Borealis,22 Sgr/22Lam Sgr/Gl 713.1/HD 169916/HIP 90496/HR 6913/HYG 90216/Kaus Borealis/MN 139/λ Sgr,Kaus Borealis,λ Sgr,22 Sgr,Sgr,18.466179,-25.4217,-44.81,-186.29,-43.2,23.9693,2.82,,,1.025,K1IIIb,37.25632384666037,2.635486,-21.487046,-10.289309,-5.8e-07,4.82e-05,-1.116e-05,90217,,0,0
